retriever,question_id,question_type,rank,retrieved_chunk_id,score,is_gold,latency_ms
bm25_current,TF001,fact_specific,1,c78ff32d-ea17-41fd-98ef-2e8872f01df3,4.710935592651367,True,1.6564999996262486
bm25_current,TF001,fact_specific,2,9131e9a9-eff3-4f4e-a20b-4bdd456c35bc,4.693674087524414,False,1.6564999996262486
bm25_current,TF001,fact_specific,3,b0b5bc4f-7d0b-4f56-8e37-84178d38637d,4.191636562347412,False,1.6564999996262486
bm25_current,TF001,fact_specific,4,48b9789d-5088-4ba1-a82a-be3a6396ce85,3.7632017135620117,False,1.6564999996262486
bm25_current,TF001,fact_specific,5,919e93ca-fed9-4dde-b9b8-f870e207a3f3,1.8727848529815674,False,1.6564999996262486
bm25_current,TF001,fact_specific,6,30ce28cb-f702-4cce-8105-137e2f73af0d,1.6620256900787354,False,1.6564999996262486
bm25_current,TF001,fact_specific,7,22e6c188-2e4c-4029-b200-7770a3f00e6e,1.6404465436935425,False,1.6564999996262486
bm25_current,TF001,fact_specific,8,7e5199d4-e5c9-40ca-a69f-ea37f52c6ce3,0.9198150634765625,False,1.6564999996262486
bm25_current,TF001,fact_specific,9,a7cf71a5-8426-4d7c-8106-e0754e7cb4bf,0.9092135429382324,False,1.6564999996262486
bm25_current,TF001,fact_specific,10,5de4d74d-720e-4d86-a836-f946d70a2d32,0.901841402053833,False,1.6564999996262486
bm25_current,TF002,paraphrase,1,c78ff32d-ea17-41fd-98ef-2e8872f01df3,5.964251518249512,True,2.835199999935867
bm25_current,TF002,paraphrase,2,7e5199d4-e5c9-40ca-a69f-ea37f52c6ce3,0.9198150634765625,False,2.835199999935867
bm25_current,TF002,paraphrase,3,a7cf71a5-8426-4d7c-8106-e0754e7cb4bf,0.9092135429382324,False,2.835199999935867
bm25_current,TF002,paraphrase,4,5de4d74d-720e-4d86-a836-f946d70a2d32,0.901841402053833,False,2.835199999935867
bm25_current,TF002,paraphrase,5,c404e320-0bf2-4325-be92-7a0614f201ca,0.8950620293617249,False,2.835199999935867
bm25_current,TF002,paraphrase,6,73735f01-c9d0-4dd5-8d46-c70045e4b334,0.8702232837677002,False,2.835199999935867
bm25_current,TF002,paraphrase,7,16efaa44-1554-4748-8407-48fac0bced94,0.8496715426445007,False,2.835199999935867
bm25_current,TF002,paraphrase,8,30ce28cb-f702-4cce-8105-137e2f73af0d,0.8492841124534607,False,2.835199999935867
bm25_current,TF002,paraphrase,9,22e6c188-2e4c-4029-b200-7770a3f00e6e,0.8428277373313904,False,2.835199999935867
bm25_current,TF002,paraphrase,10,70b95f72-95ec-43b5-b76f-657518103256,0.842285692691803,False,2.835199999935867
bm25_current,TF003,product_specific,1,0f6b0fc1-9d70-479f-a87d-a26e954e2adb,6.894256114959717,False,1.0642999995980063
bm25_current,TF003,product_specific,2,ba3d1d87-0c2d-4b67-a0c2-4615c8249c2a,5.875611782073975,True,1.0642999995980063
bm25_current,TF003,product_specific,3,9552a4ac-31b4-43a8-aa92-37bd3e89362a,5.7914910316467285,False,1.0642999995980063
bm25_current,TF003,product_specific,4,84c0a864-176f-4776-a15e-167fc2518e5d,4.635169506072998,False,1.0642999995980063
bm25_current,TF003,product_specific,5,324bc249-0e84-46e9-b77f-856c76cd5353,1.3938252925872803,False,1.0642999995980063
bm25_current,TF003,product_specific,6,4d18d11e-2a92-4690-8a64-46653931483e,0.8981029391288757,False,1.0642999995980063
bm25_current,TF003,product_specific,7,81a83ec4-b5d1-4305-9f44-93e5fa935ffe,0.8182902336120605,False,1.0642999995980063
bm25_current,TF003,product_specific,8,b66e5419-8a9c-47f4-866d-ebdb95b174b2,0.7539885640144348,False,1.0642999995980063
bm25_current,TF003,product_specific,9,1b376f6f-5ee5-4d05-a585-f3aa6b7ee824,0.7415080070495605,False,1.0642999995980063
bm25_current,TF003,product_specific,10,b7876bcb-b1d0-409a-831d-45e59e35a44e,0.7230057716369629,False,1.0642999995980063
bm25_current,TF004,product_specific,1,63b53156-440d-40c1-bc88-5c07c23ae77f,5.776729106903076,False,1.0419000000183587
bm25_current,TF004,product_specific,2,a7cf71a5-8426-4d7c-8106-e0754e7cb4bf,4.858514785766602,False,1.0419000000183587
