dataset_version,document_version,chunk_version,retriever,question_id,question_type,expected_answerable,needs_human_review,k,rank,retrieved_chunk_id,score,is_gold,latency_ms
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,1,1,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,3,1,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,3,2,63cb7040-3526-4f6f-9f88-e295bbe5edaf,0.01639344262295082,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,3,3,9131e9a9-eff3-4f4e-a20b-4bdd456c35bc,0.016129032258064516,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,5,1,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,5,2,63cb7040-3526-4f6f-9f88-e295bbe5edaf,0.01639344262295082,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,5,3,9131e9a9-eff3-4f4e-a20b-4bdd456c35bc,0.016129032258064516,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,5,4,16efaa44-1554-4748-8407-48fac0bced94,0.016129032258064516,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,5,5,fb4884e3-8fea-42fa-b996-7e9c333e7fef,0.015873015873015872,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,1,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,2,63cb7040-3526-4f6f-9f88-e295bbe5edaf,0.01639344262295082,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,3,9131e9a9-eff3-4f4e-a20b-4bdd456c35bc,0.016129032258064516,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,4,16efaa44-1554-4748-8407-48fac0bced94,0.016129032258064516,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,5,fb4884e3-8fea-42fa-b996-7e9c333e7fef,0.015873015873015872,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,6,b0b5bc4f-7d0b-4f56-8e37-84178d38637d,0.015873015873015872,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,7,eeb8db46-f757-41f1-9ca5-c022f3d4ea3e,0.015625,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,8,48b9789d-5088-4ba1-a82a-be3a6396ce85,0.015625,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,9,17e22a4e-78d9-4607-b75b-151e52cc4d20,0.015384615384615385,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF001,fact_specific,True,False,10,10,919e93ca-fed9-4dde-b9b8-f870e207a3f3,0.015384615384615385,False,81.94199999707052
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,1,1,16efaa44-1554-4748-8407-48fac0bced94,0.031054405392392875,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,3,1,16efaa44-1554-4748-8407-48fac0bced94,0.031054405392392875,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,3,2,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,3,3,63cb7040-3526-4f6f-9f88-e295bbe5edaf,0.01639344262295082,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,5,1,16efaa44-1554-4748-8407-48fac0bced94,0.031054405392392875,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,5,2,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,5,3,63cb7040-3526-4f6f-9f88-e295bbe5edaf,0.01639344262295082,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,5,4,7e5199d4-e5c9-40ca-a69f-ea37f52c6ce3,0.016129032258064516,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,5,5,a7cf71a5-8426-4d7c-8106-e0754e7cb4bf,0.015873015873015872,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,1,16efaa44-1554-4748-8407-48fac0bced94,0.031054405392392875,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,2,c78ff32d-ea17-41fd-98ef-2e8872f01df3,0.01639344262295082,True,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,3,63cb7040-3526-4f6f-9f88-e295bbe5edaf,0.01639344262295082,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,4,7e5199d4-e5c9-40ca-a69f-ea37f52c6ce3,0.016129032258064516,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,5,a7cf71a5-8426-4d7c-8106-e0754e7cb4bf,0.015873015873015872,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,6,602c933f-0b8f-4533-87a5-f27ecd5f2af9,0.015873015873015872,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,7,761b9529-5b18-4262-8174-6062c35fb31c,0.015625,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,8,5de4d74d-720e-4d86-a836-f946d70a2d32,0.015625,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,9,cfff9bf0-05e4-4179-a793-f3c705d04812,0.015384615384615385,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF002,paraphrase,True,False,10,10,c404e320-0bf2-4325-be92-7a0614f201ca,0.015384615384615385,False,52.252100002078805
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF003,product_specific,True,False,1,1,81a83ec4-b5d1-4305-9f44-93e5fa935ffe,0.029631255487269532,False,15.061500002047978
transfusion-retrieval-v3,sha256:5fc6a9a0d5ff5721954fad8f2855c204301e59ef0b28a91d8d9bdbaf48cb659b,4,hybrid_rrf,TF003,product_specific,True,False,3,1,81a83ec4-b5d1-4305-9f44-93e5fa935ffe,0.029631255487269532,False,15.061500002047978
