retriever,question_type,case_count,hit_at_1,hit_at_10,hit_at_3,hit_at_5,mean_latency_ms,mrr,precision_at_1,precision_at_10,precision_at_3,precision_at_5,ragas_id_context_precision,ragas_id_context_recall,recall_at_1,recall_at_10,recall_at_3,recall_at_5
chromadb,adverse_reaction,8,0.125,0.375,0.125,0.125,11.22460000033243,0.15833333333333333,0.125,0.05,0.08333333333333333,0.05,0.05,0.25,0.0625,0.25,0.125,0.125
chromadb,fact_specific,10,0.0,0.4,0.1,0.2,18.04052999996202,0.08373015873015872,0.0,0.04,0.03333333333333333,0.04,0.04,0.4,0.0,0.4,0.1,0.2
chromadb,monitoring,2,0.0,0.5,0.0,0.0,9.745900001689733,0.08333333333333333,0.0,0.05,0.0,0.0,0.05,0.5,0.0,0.5,0.0,0.0
chromadb,paraphrase,6,0.0,0.3333333333333333,0.0,0.0,18.83185000103064,0.0375,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
chromadb,preparation,10,0.1,0.1,0.1,0.1,12.667350000447186,0.1,0.1,0.01,0.03333333333333333,0.02,0.01,0.1,0.1,0.1,0.1,0.1
chromadb,procedure,6,0.0,0.0,0.0,0.0,10.876299999229863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chromadb,product_specific,18,0.05555555555555555,0.3888888888888889,0.1111111111111111,0.2222222222222222,11.901583332776985,0.13611111111111113,0.05555555555555555,0.03888888888888889,0.037037037037037035,0.044444444444444446,0.03888888888888889,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.08333333333333333,0.16666666666666666
chromadb,temporal,18,0.0,0.2222222222222222,0.1111111111111111,0.16666666666666666,11.500411110521075,0.06534391534391534,0.0,0.03333333333333334,0.037037037037037035,0.05555555555555555,0.03333333333333334,0.2222222222222222,0.0,0.2222222222222222,0.05555555555555555,0.16666666666666666
bm25,adverse_reaction,8,0.75,1.0,1.0,1.0,0.35660000048665097,0.875,0.75,0.2,0.5416666666666666,0.375,0.2,1.0,0.375,1.0,0.8125,0.9375
bm25,fact_specific,10,0.5,0.9,0.8,0.9,0.3696699997817632,0.675,0.5,0.11000000000000001,0.3,0.22000000000000003,0.11000000000000001,0.9,0.5,0.9,0.75,0.9
bm25,monitoring,2,0.5,1.0,0.5,1.0,0.5018500014557503,0.6,0.5,0.1,0.16666666666666666,0.2,0.1,1.0,0.5,1.0,0.5,1.0
bm25,paraphrase,6,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.40838333309996716,0.3277777777777778,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.10000000000000002,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.5
bm25,preparation,10,0.3,1.0,0.6,0.7,0.514389999807463,0.4926190476190476,0.3,0.11000000000000001,0.2,0.16,0.11000000000000001,0.95,0.3,0.95,0.55,0.7
bm25,procedure,6,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.41683333317147725,0.2638888888888889,0.0,0.16666666666666666,0.16666666666666666,0.20000000000000004,0.16666666666666666,0.6428571428571429,0.0,0.6428571428571429,0.21428571428571427,0.4880952380952381
bm25,product_specific,18,0.2222222222222222,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.4882055553834006,0.44999999999999996,0.2222222222222222,0.10555555555555557,0.2037037037037037,0.16666666666666666,0.10555555555555557,0.8055555555555556,0.19444444444444445,0.8055555555555556,0.5,0.6666666666666666
bm25,temporal,18,0.6111111111111112,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.4506222226660207,0.6759259259259259,0.6111111111111112,0.10555555555555557,0.2962962962962963,0.1888888888888889,0.10555555555555557,0.75,0.4444444444444444,0.75,0.6666666666666666,0.6944444444444444
